city,timestamp,temperature,season
New York,2010-01-01,1.7460420030001362,winter
New York,2010-01-02,-9.802407370735835,winter
New York,2010-01-03,9.684602072861365,winter
New York,2010-01-04,-1.626345765922733,winter
New York,2010-01-05,6.585433841430617,winter
New York,2010-01-06,-4.303956888747579,winter
New York,2010-01-07,8.70946619019316,winter
New York,2010-01-08,-1.7662289239893831,winter
New York,2010-01-09,-1.8736329020902562,winter
New York,2010-01-10,7.903227844336104,winter
New York,2010-01-11,-2.977214700124814,winter
New York,2010-01-12,10.562797057616658,winter
New York,2010-01-13,1.266523992569979,winter
New York,2010-01-14,-9.941704632746582,winter
New York,2010-01-15,-0.6717050149313352,winter
New York,2010-01-16,-2.1611597577347785,winter
New York,2010-01-17,6.710339852389752,winter
New York,2010-01-18,6.877563687965903,winter
New York,2010-01-19,-6.96991754127145,winter
New York,2010-01-20,-2.5731863039999685,winter
New York,2010-01-21,3.308327842016073,winter
New York,2010-01-22,0.72673017751407,winter
New York,2010-01-23,-7.549779705944177,winter
New York,2010-01-24,2.3781554624084604,winter
New York,2010-01-25,6.958063055669069,winter
New York,2010-01-26,-9.190782011614841,winter
New York,2010-01-27,-4.552267873530074,winter
New York,2010-01-28,-4.6212301598331305,winter
New York,2010-01-29,-2.158065157534523,winter
New York,2010-01-30,-1.5223706865024487,winter
New York,2010-01-31,7.601174351049718,winter
New York,2010-02-01,0.7132368853047724,winter
New York,2010-02-02,-4.209075652899383,winter
New York,2010-02-03,-5.622635204996181,winter
New York,2010-02-04,5.69044714940484,winter
New York,2010-02-05,-10.370228533252792,winter
New York,2010-02-06,3.5853969883641468,winter
New York,2010-02-07,-0.5786280616908237,winter
New York,2010-02-08,-8.700149865755328,winter
New York,2010-02-09,-2.606365025188005,winter
New York,2010-02-10,-1.7329777839932086,winter
New York,2010-02-11,-2.737530424451271,winter
New York,2010-02-12,-4.087864707006022,winter
New York,2010-02-13,3.492450322257112,winter
New York,2010-02-14,0.5749387933335184,winter
New York,2010-02-15,3.208154762099784,winter
New York,2010-02-16,-2.032521949048875,winter
New York,2010-02-17,4.721709584657877,winter
New York,2010-02-18,-2.1106572722778374,winter
New York,2010-02-19,-1.2902474577060326,winter
New York,2010-02-20,-5.0027196586597045,winter
New York,2010-02-21,-7.626780465634719,winter
New York,2010-02-22,2.488214920686667,winter
New York,2010-02-23,4.071596769931734,winter
New York,2010-02-24,2.486609320358081,winter
New York,2010-02-25,-0.5632563148895249,winter
New York,2010-02-26,-2.7982807111008285,winter
New York,2010-02-27,-5.664767892679171,winter
New York,2010-02-28,5.854546862782825,winter
New York,2010-03-01,3.2055962810737606,spring
New York,2010-03-02,14.066752143079043,spring
New York,2010-03-03,10.690579426353786,spring
New York,2010-03-04,12.392350021692183,spring
New York,2010-03-05,17.484209133400824,spring
New York,2010-03-06,1.5885770906827172,spring
New York,2010-03-07,4.521301744498381,spring
New York,2010-03-08,13.033206332166865,spring
New York,2010-03-09,6.118714453217107,spring
New York,2010-03-10,7.099412718777873,spring
New York,2010-03-11,11.512795403129655,spring
New York,2010-03-12,6.135718820039823,spring
New York,2010-03-13,-1.4038905173622123,spring
New York,2010-03-14,14.595131776724573,spring
New York,2010-03-15,12.11502010257078,spring
New York,2010-03-16,11.817662121929791,spring
New York,2010-03-17,7.4327339348340065,spring
New York,2010-03-18,11.297384629587324,spring
New York,2010-03-19,12.57027484978833,spring
New York,2010-03-20,3.0749110865553835,spring
New York,2010-03-21,5.80582942526984,spring
New York,2010-03-22,13.574155194518923,spring
New York,2010-03-23,6.456896077222693,spring
New York,2010-03-24,10.704011608549157,spring
New York,2010-03-25,-0.3530902790507806,spring
New York,2010-03-26,18.58939139992451,spring
New York,2010-03-27,4.090304142444527,spring
New York,2010-03-28,5.803267230330601,spring
New York,2010-03-29,13.065463920505943,spring
New York,2010-03-30,13.045769611180587,spring
New York,2010-03-31,4.84422011032864,spring
New York,2010-04-01,17.255506650349353,spring
New York,2010-04-02,4.805169312441646,spring
New York,2010-04-03,-1.4798938292500736,spring
New York,2010-04-04,13.045249807246327,spring
New York,2010-04-05,9.277973731251747,spring
New York,2010-04-06,13.527583963311596,spring
New York,2010-04-07,16.97820636137341,spring
New York,2010-04-08,4.404681593904096,spring
New York,2010-04-09,14.260948164327985,spring
New York,2010-04-10,8.585543972921341,spring
New York,2010-04-11,4.062989072548563,spring
New York,2010-04-12,20.82504413824229,spring
New York,2010-04-13,20.196417112436205,spring
New York,2010-04-14,18.904083341933738,spring
New York,2010-04-15,8.589260594881297,spring
New York,2010-04-16,11.960638249307465,spring
New York,2010-04-17,17.326784666869642,spring
New York,2010-04-18,7.279802155922302,spring
New York,2010-04-19,12.634605019323063,spring
New York,2010-04-20,14.874329838085275,spring
New York,2010-04-21,12.85066660557361,spring
New York,2010-04-22,11.670730214398889,spring
New York,2010-04-23,9.4859375804414,spring
New York,2010-04-24,6.564264282281256,spring
New York,2010-04-25,-0.9859439266942456,spring
New York,2010-04-26,7.09745917767054,spring
New York,2010-04-27,-1.6277540572813507,spring
New York,2010-04-28,13.291137344464524,spring
New York,2010-04-29,7.0660370772059995,spring
New York,2010-04-30,5.61156952577311,spring
New York,2010-05-01,16.478136895353703,spring
New York,2010-05-02,18.559604317934244,spring
New York,2010-05-03,11.047973042677025,spring
New York,2010-05-04,9.735762289965729,spring
New York,2010-05-05,8.914254664094333,spring
New York,2010-05-06,15.631537574300426,spring
New York,2010-05-07,14.173646508109595,spring
New York,2010-05-08,11.172729793236323,spring
New York,2010-05-09,15.957040529067566,spring
New York,2010-05-10,14.275777680982149,spring
New York,2010-05-11,8.085105543650032,spring
New York,2010-05-12,11.33488955216831,spring
New York,2010-05-13,11.656731176651187,spring
New York,2010-05-14,14.76196115582624,spring
New York,2010-05-15,4.591975214820642,spring
New York,2010-05-16,15.144383381848646,spring
New York,2010-05-17,17.19883858136275,spring
New York,2010-05-18,14.319152867731349,spring
New York,2010-05-19,9.896415459657364,spring
New York,2010-05-20,-0.6530264283560463,spring
New York,2010-05-21,7.4459699400255275,spring
New York,2010-05-22,10.540157704049342,spring
New York,2010-05-23,11.821993892872356,spring
New York,2010-05-24,8.690988609550372,spring
New York,2010-05-25,0.5486382364780855,spring
New York,2010-05-26,9.29211753483278,spring
New York,2010-05-27,10.849969287461967,spring
New York,2010-05-28,6.228795535821507,spring
New York,2010-05-29,4.776967684395606,spring
New York,2010-05-30,12.580640635812705,spring
New York,2010-05-31,-10.843893229763268,spring
New York,2010-06-01,11.4689734498944,summer
New York,2010-06-02,22.141192327035778,summer
New York,2010-06-03,17.622703860081458,summer
New York,2010-06-04,23.91391654944561,summer
New York,2010-06-05,22.413623365858697,summer
New York,2010-06-06,24.396795600944735,summer
New York,2010-06-07,28.73802554536695,summer
New York,2010-06-08,31.177492335369557,summer
New York,2010-06-09,26.702730176844995,summer
New York,2010-06-10,31.878015403622378,summer
New York,2010-06-11,25.716026490490805,summer
New York,2010-06-12,13.818754348999915,summer
New York,2010-06-13,29.87608922582937,summer
New York,2010-06-14,27.913559976163995,summer
New York,2010-06-15,21.117463134486123,summer
New York,2010-06-16,19.659171961493783,summer
New York,2010-06-17,21.462319672075854,summer
New York,2010-06-18,19.374593656039522,summer
New York,2010-06-19,24.99058411383549,summer
New York,2010-06-20,30.69320076421544,summer
New York,2010-06-21,35.25991811173243,summer
New York,2010-06-22,29.891077015872206,summer
New York,2010-06-23,29.681847684784064,summer
New York,2010-06-24,30.38955081925559,summer
New York,2010-06-25,25.023532165196215,summer
New York,2010-06-26,25.641341841181195,summer
New York,2010-06-27,17.818014328536492,summer
New York,2010-06-28,33.21749178929929,summer
New York,2010-06-29,28.187473087094943,summer
New York,2010-06-30,13.0289631274845,summer
New York,2010-07-01,23.957545151447306,summer
New York,2010-07-02,21.398057729952036,summer
New York,2010-07-03,37.716284921920874,summer
New York,2010-07-04,26.5270943834798,summer
New York,2010-07-05,26.818089054672775,summer
New York,2010-07-06,25.74632926612227,summer
New York,2010-07-07,24.885296533558485,summer
New York,2010-07-08,29.584190539352498,summer
New York,2010-07-09,35.23328363348168,summer
New York,2010-07-10,19.894812971830362,summer
New York,2010-07-11,20.832854417263164,summer
New York,2010-07-12,24.617943474125152,summer
New York,2010-07-13,30.31393308194008,summer
New York,2010-07-14,26.77586193337281,summer
New York,2010-07-15,21.854819404371792,summer
New York,2010-07-16,21.144831806150137,summer
New York,2010-07-17,23.901647819662273,summer
New York,2010-07-18,29.697076249738952,summer
